;business_id;cool;date;funny;review_id;stars;text;useful;user_id
4975882;bsFZnc2mYyGy5cFf5EWTWg;0;2014-04-15;0;3ssfSZnqn9nH2Bfw0ZLkVg;1;"The shrimp was old and tough. The seaweed salad tasted like old fishtank (I'm not at all exaggerating). A lot of the rolls left a weird after taste. As me and my date got furthe rinto the night, we order more and more conservatively. Even the Chicken teriyaki and General chicken were poorly done. 

We actually got to the point where we just ordered hash browns. Even these were unappealing at best. The only thing I found adequate was the Mackeral cut I ordered, and the vanila ice cream at the end.

About all I took away from this restaurant's AYCE is that I probably couldn't do much worse in the future. Though, honestly, for the following to days, I didn't want to consider sushi again for a while.

This is the first time I've ever not tipped at all. I still feel cheated.";0;Q2sKEGg7Nph3vY2JqBZWLQ
5383682;1Z5S_Lkcl6vA3ZvrAG91TA;0;2016-10-02;0;smfL2MAlCbpaN5gLlkjCNQ;4;Finally, a good Puerto Rican restaurant in Las Vegas. We had the carne frita with tostones, bistec encebollado and alcapurria... all good. The aesthetics were pleasing. The only thing missing was some good salsa music playing in the background. So if you're in the mood for some authentic PR good, check it out. You'll need a little patience with the wait, but it was worth it.;0;4U2tlO5dET2Dqg5Z-PayEQ
5991578;P6sbuHQZ2UsYG8BU_SZulA;0;2018-04-13;0;-cmq4luUO6JA3_3Vb8ELgg;5;Judy and Crystal were very helpful and extremely friendly! Made our moving situation easy! :) definitely would recommend life storage!;0;LNoFVfIVzl3iO5RG2KEvaw
41904;10NSeX03xC2th8-HGFq3sw;0;2010-08-08;0;TaWjxidVo-tBdb4RFnhffA;4;"I really enjoyed this sushi restaurant. It reminded me in a good way of some of the places I miss from California. The menu was varied and interesting, and the sashimi was delicious, fresh, and perfectly cut. I got the larger plate of sashimi and it was very generously portioned.

It's expensive, yes, but I expect that with good quality fish outside of the west coast. I will be returning for special meals--it's a little too pricey to be my every week sushi joint.

Other comments about the wait time were accurate--definitely go early and have the whole party there.

The BYOB policy is annoying. We just decided to forego wine or sake rather than deal with paying to use a glass. In my opinion, places should either charge a corkage fee or be BYOB only--not do both.

Edited: Went back a second time with the parents and was not disappointed. Great sushi rolls! Simple ones tasted really good. The shrimp tempura was also excellent. The chicken katsu was so-so, so I recommend sticking to fish. This place is a little difficult for the non sushi-lover or non fish-lover, but I really enjoy it.";0;9iNyv-Kf4B748GsL0d4QxQ
5926349;HeH4qL9xS_XYnAQh6Yu8JQ;0;2017-06-01;0;57q_yOE_P601CKeLEFD_wQ;1;Please pay careful attention to the negative reviews here, according to my experience, they are all 100% accurate.  This company does not practice ethics or truthfulness.  They lied to me multiple times in the same phone conversation, and contradicted themselves.  They made up stories about coming to my house and no one was home, it was a lie because we were home, there were 4 people in the house at the time they said they came and I have a video security system at my house that proved they were not there.  They are rude, abrupt, unprofessional and their service falls far below any acceptable standard.;3;zGqiuJApLxcjXqpBCiUhGA
5870926;JFaTPxWQC14VmFnXLv7W1g;1;2010-04-28;1;KfVD-1YfuXoa0a99pL34EQ;3;This place is not for me. I like my grilled cheese sandwiches simple.;1;6L0a42aoFc_YNMexk23PYQ
5223778;g6HKSMyz-bzmLJvsJILOJQ;0;2015-06-22;0;QAi5hc4KgX3-yZWYHwuZKA;2;The food and the staff were outstanding.The establishment was very clean.However they have taken away the mustards and salsa and you now must ask for them,I dont need to bother the staff for a ranch dressing packet (nor do i want to get up from my meal to ask for something) I previously grabbed on my own..Please bring the condiments back out to the public;2;uM5YZMZaqysznhuibp2jtQ
3447419;8C4R3FLXERdrMtiD5YdLYA;3;2017-03-12;2;0owM10OwTZuy1o7-EseRuA;2;"I'm a big fan of Popeyes but this meal was not the greatest. The chicken had a frozen or refried taste, generally not fresh tasting. Maybe the oil was old. I don't know but it wasn't the best. 

The sweet tea was also extremely watery. I'm sure this is a one off, but if I'm reviewing based on my experience (which is of course how you do it) it could have been much better.";5;4bxhIKz9ePWqD93UkEjnbg
5905884;0w3BdEOxvwKTpypwbN5kiQ;0;2016-10-19;0;60lpWrk4PvzGsCd9_QVL8w;5;Usually not a fan of Korean bbq in Vegas cause it lacks culture but this place has good food and for a good price, best I've had thus far in Vegas. If you're looking for a good Korean bbq in Vegas this is your place!;0;nwerJfTUMOv4eHMjXQ9Izg
2428474;vHt0CSynqesXox-9nBj7uA;0;2018-03-23;0;6En1cX3ml450DGznSxs9VQ;5;The best customer service I've had in a long time. The dining experience was amazing. The food was amazing, the waiter didn't mind when I added something on, and I was here for two hours without ever feeling rushed. I'll definitely be back. 120$ was well spent;0;uuDnH2Q10BR8uQN-B7tNnw
2163388;JsCKeWHA8n_5mFQ3F6t4UA;0;2018-06-08;0;8funldfcLbsyNdoOm0ErZg;5;Our repeat visit here. The best Mexican food on strip with great prices and specials. Everything is super fresh and tasty. We had veg quesadilla, chicken tacos and fried icecream. This isn't Tex mex, it's a authentic Mexican place. Great friendly servers Gigi and Yunei. Highly recommend as it's great value for money;0;5F_JeT7CVpxQyztioN0t0w
1812989;tulUhFYMvBkYHsjmn30A9w;2;2011-12-10;0;bVnOMXiVaPCRkK95cSOf-g;4;"I walked in just after 11 a.m. on a Friday. The lunch rush hadn't happened yet, and the place had a sprinkling of customers. I wasted little time in ordering their Polish Boy ($3.99): a deep-fried spicy kielbasa is placed on a bun, topped with cole slaw, french fries, and their house-made sauce.

Deep fryers do such awesome things to food. I enjoyed the snap of the kielbasa here. The sauce and the creamy slaw packed great flavor -- and made this Polish Boy a bit messy. I don't think I had crinkle fries since my elementary school days, so a bit of nostalgia there. I ate my food in the car, so I felt compelled to bring out my ""namby-pamby"" side and eat it with a fork. The bun could have used some toasting, but that's my personal preference.

I didn't get many smiles from the staff when ordering. Not sure if it was just too early for the crew, or if they were just too busy getting everything ready for later, but I feel that a lack of flashing pearly whites must be mentioned here.

Hot Sauce Williams has a multitude of delectable offerings. It's too bad I only had a short time to enjoy this experience. Hopefully I'll be back for more.";1;oN23cWAm6Umyp19BTCc-QA
146632;kOUnvmGamiw90BfmthoQGg;0;2011-11-19;1;BFILaJwo7ajkpDdvKSxNuA;5;"Los Gemelos is AMAZING.  I live only a block away and have been going there for about a year now.  The fresh salsa are very, very, good but beware the spiciness if you're not used to.

If you are hungry for some really fast, cheap Mex fix, then go for a couple of steak Sopes.  If you are the kind of person who wants rice and beans and make it up yourself, you want the fajitas.

Its seriously good food.  I looked in when it first opened and was like ""Wow, this place looks really cheap and shitty"" but when I went there the first time (only because it wasn't the only place packed for the women's soccer world cup match) I decided to order a taco and was very, very surprised!

Moral of the story?  Don't judge the place by how it looks.  It's like a dive bar equivalent that makes really solid drinks.  You won't be disappointed.";2;GqHHK6TOOd_BsGID6X_5VQ
5240843;iHi-7vmZ6vQ1Kx6HOrqxKQ;0;2016-10-28;0;xDXCb7PnoR4lz5Mdn9yTmg;5;The stuff are friendly and the service was fast. The place was clean and the food was delicious.;0;kipqhMlNZclZdCbv13HipA
3580457;K19Mv4i_HrQEmXto9wb2hQ;0;2017-01-30;0;oDNuR_k3MI8mEYaP2vfYFg;3;"Teeny tiny rooms! 
The parking is terrible in a parking deck & its $18/ night. 
The bathroom was very small & the sink/ mirror is outside of the bathroom (which is usually a good thing) but the SINK, omg... I have no idea what they were thinking with this sink. 
It sits on top on the counter, like a big square bowl. It takes up the entire counter space. Which leave no room for make-up, toothbrushes, hair dryer, hand soap... NOTHING. I had to get up on my tippy tops to wash my face & brush my teeth. 
The room was clean & the staff was friendly, but then I was shocked when they didn't offer coffee I the lobby. How is that possible? 
There is a coffee maker in the room, but I don't trust those to be clean.
Overall, the location was great since we had a event at the convention center & could walk there.";0;Rh3RcHbzlNvjzZRTG6bdRg
4267929;Crisy-zNv58ItIwPEBb0Cw;0;2013-07-08;0;fu4w95XcZeVfQ1T8LzX2JQ;3;The waiting lobby is very clean and kept and the receptionist was polite and friendly. I didn't' have my insurance card and wasn't able to call because it was after hours. One of the staff members entered a temporary id for me so my copay would be paid for. I'm very grateful for that. (And I will call them tomorrow with all of my AZBC information.) Had to get 4 stitches. Doctor was fast and efficient. The whole process took a little less than an hour.;1;_k4s03i0kY3O_bVy-BTEig
3903635;RJNAeNA-209sctUO0dmwuA;1;2015-03-08;0;UUDCIg0KbMglbhWaRmew4g;5;"The old fashioned was the first real downtown restaurant my fiancé and I ate at since moving here last week and we were not disappointed! We got there around 6:15 on a Saturday and there was about a 45 minute wait. The nice part was that they took your phone number to text you when your table was ready, and even were hooked up with an app where you could check your place in line - super helpful for being able to kill some time on capital square or state street without losing your table.

Wait time was as predicted, and the indoor decor was awesome. Lots of signs and decorations that were specific to Wisconsin. Inside of restaurant was clean and crowded but well organized. 

Beer list was awesome - all Wisconsin beers on tap, and a full bar that specialized in Wisconsin old fashions. I got the old fashioned burger and loved it! The meat was good and it wasn't so big that you wanted to die after. My fiancé got the regular burger and cheese curds and was very satisfied with his meal. Service was decent especially given how busy they were, and prices were outstanding given how good the food and atmosphere was! We will be back!";1;_SW65mmuHNhwXM7Q3mTh1g
3784525;nJrFxROYx9sis3acKkhzgA;0;2011-12-10;1;_wDIoMPrlyso9fb2WfW11g;4;I really like the various changes that they have made here. The current menu is much more appealing to me than some of their previous ones. All of the dishes are very well made, one would expect no less from Cleveland's reigning Iron Chef, partcularly the pizzas. The only thing that is not that great is that the menu is quite limited so I would definately suggest checking out the current version before going. It is very well run and the service is on point.;1;8zRJrtAxuI2L4Xeq4QxD2g
3183027;TR0-w6VoZDAdvFQiq7P2Ug;0;2015-08-24;0;au2mBqn43inLQlKfYwvQUQ;4;"When I'm in Kensington (actually, even though I'm not) I venture to Millie to get desserts. I usually get the mango or green tea parfait. This place has a crowd on a Friday night when we went. They have hot food too and savoury crepes that I want to try but I always default to desserts.

This time, I saw they have the layered matcha cake and black sesame ice cream so i got those. BLACK SESAME. Not one of your regular flavour so it was worth a try. Sesame-y and creamy ice cream. Matcha is good but the cream melted when it was sitting there for a while. It got messy on the plate. They are both good.";0;5NRNC_gGP9oqO0QX7YkPtA
1553632;xDMUoSI8yb7_FZlMqQGzkA;0;2016-08-01;0;XzpJOEDivO2ARLh4ft7KHA;5;I recently moved to the Summerlin area and decided to replace my kitchen appliances. After visiting a number of stores, I went to Best Buy's Pacific Sales Kitchen & Home. I was greeted by Keith Edwards who then proceeded to insure I selected the appliances that best suited my needs. He helped work out a package price that allowed me to get the best price for some really high end appliances. The subsequent delivery and set up went very smooth and we are very happy with our new kitchen. If you are looking for appliances, I highly recommend that you visit Best Buy and ask for Keith Edwards. You will be happy you did,;0;S-fEXJyqZpU7QKxO9BloWg
319170;xSplhd6mlpQzbjUAq3rP6w;0;2015-05-03;0;_isFL0pt0ig5mtorpuMRbQ;4;Proper Cantonese food with some good foreign variants like char kway teow. The egg roll, fried rice, and sweet and sour pork crowd should venture away from familiar territory into the Chinese menu, because this is where this restaurant truly shines. The fried stuffed tofu dish was very tasty, and the bowls of noodles served up are really great, particularly the Hong Kong style wonton noodle soup, with its large shrimp and pork wontons. Legit flavors. Great prices. I really enjoy the cha chaan teng (???) atmosphere, it's much better than that other place in Mesa. Very good, friendly service. This is my go-to place for comfort food.;2;kzaWUwXdTSPOBKK7qtFZpQ
1349544;2fhAS-_xuFl-Ph8waQ11Jg;0;2018-02-16;0;iQzLBhfIUhkX4Hnu6X2jVQ;5;"Two years ago my CPA retired and I was forced to find someone else. Tyler was in my vicinity so I decided to give him a try. He has now completed my taxes twice and I will never need to search for another
accountant. He is cordial, knowledgeable and he never makes you feel inferior when you don't understand a tax issue.
His receptionist, Celeste, knows exactly how to make the clients feel like they have come to the best possible place for their services.  
If you need assistance with your taxes, look no further!
James Marks";1;EBRuACjEEEwyp0buQlab0Q
194747;A6nY4SCrMuLPtlbq-EKnfA;0;2014-12-23;0;wcJMSkALVV3uzi24yfso4Q;5;Wow. Not sure what happened with the people who had a bad experience here but I am completely obsessed after my first visit here last night. My husband and I moved back here from Santa Barbara and this place reminds me of just that, with its gorgeous patio area, chill vibe and music. We were celebrating our anniversary with a casual drink and decided to pick this place because its down the street from our house. Wine was perfect, great happy hour price and we ordered the antipasto board which was fresh and filling. While we're eating our server surprised us with a chocolate fondue because we had mentioned why we were there. It was extremely delicious and just so thoughtful. Not to mention between her and the bartender we were constantly given attention and great service. I cannot say enough good things about this place. My hubby and I have already decided to add ourselves to it's list of regulars and stop by weekly!!! Well done!!!;0;RW8IAW6dt-Vk2i8c-kK92Q
5153639;jeVA5jD1hvloJLA1xPbocA;1;2016-07-06;2;Ru69S3riVo-27fC5Ap4AUg;2;I only like this place because I grew up with it in Ohio.  We used to go all the time.  This location is further than I'd like to drive.  The food is always good, same old childhood memories, so that's not what this rating is based on.  Every single time I have been here, it a 2 HR or more ordeal!' They are sooo slow.  The food doesn't come out all at once, there's always someone waiting for something.  My nephew basically ate all my food before his came out & all he had was pancakes and sausage!  The service isn't really so great, the servers I had all seem very lazy and as if they are inconvenienced if we ask for anything.  I've been here on several occasions, all different times of day and evening...still the same.  It's extremely annoying and very disappointing.  Especially for my drive to get there.;3;xDl9ZF3SckkZde_48W6WeA
3909300;LNGBEEelQx4zbfWnlc66cw;0;2014-02-17;0;McBxwxuke77yBPGfgxbpAQ;4;"Studio B is always a pit stop before returning to California. And I never regret it!

The layout of this place can be a bit overwhelming - unlike other Vegas buffets, there isn't any signage to point you in any direction. However, after doing a once-over, you'll get an idea as to how it's set up.

Overall, I feel the food quality is better than other buffets on the strip (although the new Bacchanal buffet is now my favorite!) and you get the most bang for your buck. This place has the widest variety of desserts: pastries (sugar-free included!), gelato, coffees, and even liqueurs. Obviously not everything is amazing; some items aren't that great (like lobster bisque, clam chowder, and cream of mushroom), but I find that I enjoy the majority - enough to feel money well spent.

Also included in the meal are wines and beers.

NOTE: If you're looking for a LOT of seafood, you won't find a wide variety here. They do have shrimp and raw oysters and depending on when you go, crab legs.

Remember: there's no shame in double fisting platefuls of food. Just wear a loose fitting top...";0;16sXNIlUPsbgyFbjeRa09g
3283716;X-WXPGYuuknAjZkpYGeRiw;2;2017-01-25;3;_8RYxX2WVPNOPKFWapR7JA;3;"Came here for a Exposition for the past three days. Also in the past I've been here for the same expo so I figured I would share my experience. There are mannnnnyyyy suites available. There are almost about 30 buildings with a plethora of rooms and suites. Each place is labeled with what building you are in order so you can find it.
Many pools there and cool courtyards. So when you have down time it's a great place to sit relax and unwind. Rooms are really priced great. Very spacious rooms some even with an upstairs. Not all rooms have an amazing view but some actually do. Rooms are kinda out dated but still nice. In a few years I will see this place remodeling to hopefully catch up with the (room) times.
Staff was friendly. From front desk to house keeping. Rooms looked great after house cleaning, plus they are very nice when you ask them to come back later to clean. Front desk was helpful when the keys deactivated twice and when I had questions about what food to eat in the area that's close even though I'm a local they helped me out. 
This hotel is walking distance from food like checkers, subway and a taco shop. Plus across the street is the hard rock hotel. Easy walk to the casino. If you are staying for a convention or just visiting it's a cool spot. Family oriented too. Don't expect over the top luxury but expect nice hospitality with ok rooms!";2;ugpGI6jgFq_gDyaGBn1Cmw
674420;ZxA3HG1kxD-0ZzKuealTFA;0;2014-04-03;1;iSmfn-k_m5xNbxWlayl4CQ;1;"uggggh!  That this how I feel at the moment when I think about the Slippery Pig. I had such high hopes for this place and could have given them so much business but damn how hard is it to order a part? I keep getting the run around ""we just have to order a fork."" Meanwhile my friend has dropped off 3 forks of various sizes to help move the process along faster. 
Some creep who acts like he's too cool to talk to a girl who likes to ride bikes straight up lied to me about timing when it would be ready. I have it writing, fool! When I went in to check out the status of my bike on the day he promised the bike would be ready that same creep immediately got a strong attitude. Just a reactionary guy I guess but seriously he scared me.
So after getting the run around going on 2 weeks of hearing ""we are going to order the part tomorrow"" I'm picking up my bike today and I'll just fix the damn thing myself.  I fully expect my bike to be destroyed when I go in to get it. That's just the kind of confidence I have in this place. Bummer.";2;3oD_F-YDC38PpweKYjsfQA
5388361;3Elx7UO9fqGm2tyl0YKTPw;0;2017-08-07;0;ZIgywisdqMemfSzTUAVBJQ;5;"Cella is the QUEEN of make up! Our initial ""wedding day trial session"" was done the day of my engagement photos, I showed her my inspiration and she fulfilled! 

On my wedding day she traveled 2 hrs to do glam on myself and my 5 bridesmaids! I've never felt more beautiful in my entire life! She not only is one of the sweetest people ever but her talent is truly perfection. She's a natural and I would HIGHLY RECOMMEND her to anyone looking to look and feel extra beautiful for their big day!";0;Wx9Tmm6ko2APDoaTOhx7LQ
651205;0cf-w9PK5gLkBkitL3bdqw;0;2016-10-28;0;MoXEhTY2Ti9cYuqFetSPmg;5;Absolutely amazing food. So full of flavor! And the service was so friendly. This is definitely going to be a regular place for me.;0;bgsRsyzWXIaUM4VrcXI5xA
5806706;20Uv2Y0oH8H-oIFWrnqNeA;0;2014-12-13;1;TlZ6sAP7FFcEBxMkfwog5Q;1;"A disgrace of a steak sandwich. 
The bread: tasteless, industrially manufactured. Or at least, tastes like it.
The cheese: tastes like a gooey paste of chemicals
The meat: nothing worth calling steak. Thin slices of frozen Chinese fondue beef, overcooked (steamed instead of browned) in their juice, and the result is chewy, hard and tasteless meat. I had to spit it out. 
The sandwich itself was crying of hunger as there was barely any meat inside it. It is by far the worst 10 dollars I have ever spent! Thankfully, the bagel shop was not far.";3;zqYSchk6yEm4h7TkgpTgAQ
4406425;13l5G_oIAjsbo-zPg7LOAA;0;2017-06-21;0;rudcbbtoW9VCG9GsPIABnA;1;"Unless you'd like an actual physical altercation from a meth head looking delivery driver, do not order delivery from this place. The driver had to wait like 2 min for us to come downstairs. Our doorbell doesn't work and he didn't call us to let us know he was here. Instead, he proceeded to scream "" your fucking pizza is here"" on the side of my house. When my boyfriend went outside, driver through a HUGE fit and told us that we made him wait and then threw our pizza on the ground and swore up and down and tried to start a fight and told us to ""never order from us again you fat piece of shit."" So.. if you're into being called names and having your food thrown onto the ground, definitely order from this location.";2;VvGcRJNcdLGJaacZWPas7A
2462623;OepFA-XhIgkBuiByqEKEkw;0;2017-07-05;0;Gfyrs5_Ni0K53ediFzgWdQ;5;Je suis allé là pour mon premier waxing brezilien avec Loubna ! Elle a rendu une experience tres douloureuse plus agreable! J'y retournes c'est sure!;0;Lit_rghFmdypINn0F6BKQA
1123603;1_y5e1u-o93EKOigXgR3LQ;0;2017-04-26;0;gc0hVu7GgsqEZBHxzVCShQ;5;by far best spot for tacos in Mississauga in terms for flavour, value, portion size, and quality. a big yes for double shelled tacos and taco tuesday!!!;0;x-oxBg9Xv6ry5JghaWxTiQ
4384924;3BCsAgo_1i4xMuTyLKMLRQ;1;2015-06-09;0;Zs3sWOa6bXzq1rqAUrQYrw;4;This place is awesome! Something for everybody. Loved the yummus! The staff were all super friendly and helpful. There's not much seating and if you go around noon the line is almost out the door. If your going for lunch go around 11 and you should be fine.;0;7VsihmrVZJzUSL_VqjEfzA
4347799;caKRXynM5bY922pGtQhvfQ;0;2018-05-24;0;M0Mx6XnVUkEzwBkt1JGj8w;4;Parking here was kind of inconvenient and limited. I was confused with the parking at first but figured it out. They were busy so I placed a to go order. I checked in on yelp for my free Thai ice tea and it was delicious. I got the Mongolian lunch special here. It was yummy but I would say the lunch portion is pretty small so if you're hungry then order just the normal order. I didn't care for the egg roll, I much prefer spring roll which I thought was included but they must be confused with the two words because in the menu it says spring instead of egg. It's egg roll that they give you in the lunch special not spring roll. The staff here was very friendly and nice. The seats inside the restaurant is also very limited so if you want to eat here, you'll probably have to wait for seats and don't bring big groups here because I think the most they can seat is like 6. Overall food is good and service is great.;3;lQBZo8_mm80dbwI5bo5c_w
1149450;ac3laXcJnclYZAO65XAcmA;0;2017-10-19;0;k5QKxXv_2w-ti8O1umsZ9A;1;"We have eaten in many Black Bear Diners at least 6 different ones and this BBD is the worst by far. It is sad to us because we love BBD and brought a friend and this ones only similarity was the decor.
The service was pretty good and the Restaurant very clean but the food was poorly prepared.
We ordered a few different breakfast items and all had issues. However we were starving by the time the food arrived and so sending it back was not an option since it took so long to get.
My biscuit and gravy scramble consisted of hard biscuits, barely warm coagulated gravy and burnt sausage but my potatoes were great and the eggs cooked perfectly. My husbands chicken fried steak breakfast had way over cooked hash browns and the chicken fried steak was so overly breaded that's all we could taste. All covered with the same not hot enough gravy. My friends hobo omelette was good but his hash browns were also way over cooked and his biscuits hard and covered in. Not quite hot gravy.
BBD this site was a HUGE disappointment.";0;Lijxg0-LGk49vtmNISUY3g
2910624;laAnd3e8T_8WG-weL2zikA;0;2014-06-09;0;nZRhKpGGicvsoZ_crt9lOw;5;"You walk into this cozy, spotless restaurant with an open kitchen and you feel like you were transported to a bistro on a street in Italy or someone invited you to a large family home cooked dinner at their house. Go here if you want a real Italian experience and have a craving for good pasta with lots of homemade sauce. Bring your Italian wines, BYOB and cash, no credit cards and sit back and enjoy the food and atmosphere. I ordered the larger size of Lasagne because I thought for about $13, which include a salad with homemade dressing and Italian bread that it couldn't be that large. When I was served it looked like it was a dish for all 4 of us. Very good with lots of bread to scoop up the sauce. Ida pretty much does it all except for some help serving tables and she comes out to check on her ""family"" during dinner. Don't wait for a check, go to the counter when ready to leave and tell Ida what you had and she rings you up. She has specials on certain days and some special at other times like a stuffed chicken or pork, chicken parm, bolognese etc ,you come here for pasta! Not in the nicest area but this isn't just a local restaurant but a destination. Come here when you want pasta and want to feel like you went to Italy or to a private home cooked meal. If you do not live close make the drive and have a great experience. Will be back.";1;rk9yeFK8QwZd1lHefWTyQg
4576640;5A_sjC9ULLt4UkDNtr9dkw;0;2017-12-03;0;4_-30F93PXC6ujAVRXDQxw;4;This is a cool coffee shop that also serves drinks. They serve Chemex coffee, chai, and gigantic cookies and have live music, too. My only complaint is how hard it can be to find parking.;0;k8BKkY2r6dkEv_2KZWhslA
2592150;B5E_Qp3R1q0oRlzbYaWIkQ;0;2017-03-21;0;Hh9RBES3zxoCjrWH44wxIg;4;"Arguably one of the best Thai places in east Mesa. There are some good ones, but add this to your list of options. 
I visited on a Monday for an early lunch and the place was dead quiet. Had an amazing plate of pad thai that was really well done. It's a unique presentation with a little more sauce than I'm used to...and an awkward big serving spoon that was in my way the whole meal. The spoon would work for a group...but no need to rub it in that I'm dining along :) 

I ordered a 4, on their spicy scale and I would say it was a mild 3 at best. So aim high if you like hot, they don't over do it at all.";1;wzXbl4DH5xB8OVf_Zy25hw
1971987;FaHADZARwnY4yvlvpnsfGA;0;2011-09-28;0;-F6OFueRGwtUQ9Wvc8oSow;4;Pretty convenient airport.  Usually easy to get in and out off.  You may want to take the shuttle to the car rental facilities sometimes though (on weekends that there are fights, concerts, etc.) and have your friends pick you up.  I like playing the Wheel of Fortune slots here, but only if I win!;0;X6SZdWx8ivWRtutBsPzJ1g
3907310;9IZX6ctv4ea6mc9gzu1flQ;3;2016-05-19;0;-xfLcItfdcVVytHl60z6KA;5;"My boyfriend and I had such a positive experience yesterday (5/19/16) at lunch. We got to the restaurant right before they closed (not knowing they closed early) and the owner insisted we stay and eat, he even cooked our food himself. There was another customer there who is a regular and he talked with us and was talking to and entertaining our 4 month old son. When we got up to leave the owner informed us that the other gentleman paid for our lunch. It definitely was not expected and we were very grateful. It's one of our favorite restaurants to go to and after that experience it will be one we continue to frequent! 

We will definitely be paying it forward.";1;BrqLxOg-eDvB2kngKSbdzg
3088262;cTJjTKz2huGZ-ElScC2pSw;0;2015-06-01;0;N-wPWB1EYxb3N5nTqEi1JA;3;Great food but a jerk of a waiter. Food and drinks great, the dude just had no customer service skills. He threw our checks to us when we asked for it after he had forgotten about us.;0;TDcvR1fo5i3VGnOktC4FGQ
4650175;FzTtkJzQzI7xHowSHr5Vtw;0;2018-05-25;0;OaeRKNQhrlcZtgJIl_StZA;5;Great experience buying a new vape. She took the time to answer all of my questions, give me recommendations and assured me to take my time because it was a big decision on what the right device for me was. I would HIGHLY recommend this place. Vibe inside is dope too...;0;PVGVaZQLCLh28rLykh6CSQ
5412070;aY8xiGLpTjIkz6FAJbCy7A;0;2008-09-20;0;K5xrXGbPtu6qkyDZCu4oHQ;3;The converted gas station makes for a cool, fun atmosphere and it was nice to have an al fresco brunch on a beautiful day.  But my breakfast burrito was pretty bland and the service was not that attentive.;1;S3gNrUh7N9oWoackKlHGMQ
3021372;YPavuOh2XsnRbLfl0DH2lQ;1;2008-09-20;1;b8dBAPU3lX3x26AjXyfDsA;4;This place was bomb dizzle fo shizzle nizzle. Lol. They had some damn good mac and cheese. i ordered the lolos special, i think it was the #3 anyway, the chicken was real tasty and so were the waffles. Bring a camera when you come to this place because it has a real novelty aspect to it, this place might be a 5 star, but my waffle house experiences are close to none existent but i will edit my review if need be once i frequent more of these type places. Oh and they give you your drink in a big kerr canning jar 'pretty cool';1;yLklT9xCl7em9Oi-g5tYLQ
276646;tMdgY7Ou4k3bYZZulJCiuQ;0;2016-02-01;0;4FeYug5Q7TEzl_NfpzbGMg;4;Very good salads, a little bit of a wait but worth it for sure, also a bit pricy but it's good size portions.;0;kYyBrQ8wLydiw05tpF-zwA
4870510;LMvd6UL5A4xhIXj9ec8D4w;0;2016-06-15;0;2EpFQf36ikQSRW8t4-dXDg;5;The entire crew and Andrews Refrigeration did an outstanding job.  Rob came out and met with us and walked us through all of the alternatives.  A time was scheduled for a complete system change out to a Trane 5 ton system.  Two nice Mercedes-Benz sprinter vans pulled up right on time.  The installers were neatly dressed and well spoken.  They estimated approximately 9 to 10 hours for the installation.  They were very mindful of our home and our schedule.  When completed, a nice cool home and an air conditioner that is so much quieter.  It literally runs about 20% of the time that our 17-year-old system ran.;1;ENDQUZLIhw0Szdl4w7UW2A
1602866;8eV01jeKR31ZGTOhrQdARw;0;2016-06-24;0;melB_gmORASG3gpD_1MzFQ;5;After moving into the city from a house with a good bit of land I was worried my dog wouldn't like it. It was a hard transition but taking him to the dog stop on a regular basis was a big help! He can't wait to go and spend the day with All of his friends. I would recommend this place to anyone;2;pj9O-2eLyT2WkE0tz9YUzA
5283050;LcbMEHpN5r45I4ZbyxhK0w;0;2018-05-07;0;73cFwjVzEbLPFRQ4r_FoWw;5;"I AM SO HAPPY THIS PLACE OPENED!!! 

This is seriously the cutest little pastry shop that opened up in the Ranch 99 plaza right next door to the Chinese medicine shop (has all the roots/teas in that store). So I love croissants, and they have a great variety of different kinds. Some are stuffed with ham and cheese or a delicious sausage while others are dipped in chocolate or covered in some kind of yummy glaze topped with nuts. This place also carries the Japanese fluffy cheesecake!! I LOVE the crab stuffed potato croquet! It has such a generous amount of crab meat in it, sooo good. 2nd favorite has to be the croissant that has the sausage inside of it. It I love that there's breadcrumbs on top to give the croissant a little crunch in every bite and they drizzle ketchup and mustard on top! I actually like that idea since the croissant is so flakey you only need a little bit of sauce and that tang from the mustard can go along way. The sausage inside has a tiny kick but it's really savory and a little sweet. There's also this croissant like dessert that has strawberries and cream inside, it's wrapped in a spiral but it's flakey just like a croissant topped with more strawberries. Just enough sweetness and cream to satisfy your tastebuds, literally. The cream tastes fresh and it's def not oily unlike other places. I had other things too but those were my favorite so far. But honestly, everything was DELICIOUS. This place deserves some great recommendations when you want yummy little pastries.I deff want to go back and buy one of their fresh fruit cakes there. Can't wait to go back!";1;7kM0cE5UfCirNA2it1O2Qg
1466579;M5UO7M4HyWDIK-ZLbtfJFA;0;2018-03-10;0;NCTvuNcLBRWWRqPBlBewzg;1;If I could I would rate this place 0 stars. The customer service is bad and they don't care if they give you old food. They gave us portions that were less than half and were too lazy to make more. All the food were stale and dry, you can see the employees saving all the big chickens to take home. Don't come to this place not worth the time and money. Worst food I ever had!;2;nmelH9AheFxr9Y-qCjaclA
5335227;GNEjlH_KssnJVRtqV4hAiw;0;2018-05-31;0;webAppLUJLpBviuJSFrdsg;5;Amazing vegetarian food! Every thing else is delicious as well! and staff are very friendly;0;0kyrGqMoqCU1Vm9RwmgSyw
